買	企業名	コード	ビジネスモデル	17業種	33業種	テンバガー指標	ノーバガー指標	PER	何倍株か	決算	決算伸び率%	IPO情報URL	有価証券報告書	IR	事業内容	想定時価総額（億円）	会社設立	上場日	市場	株主名と比率	企業業績のデータ（5年分）	管理人からのコメント	会社URL
	ディマージシェア											https://www.ipokiso.com/company/2021/dimage.html		https://irbank.net//ir	デジタルソリューション事業（DXの構想・設計・開発・運用をワンストップで支援、および自社クラウドサービスの提供）	18.3		4月23日(金)	東証マザーズ	"[{""株主名"": ""大内    慎（社長）"", ""比率"": 63.98, ""ロックアップ"": ""180日間"", ""isCEO"": true}, {""株主名"": ""段 誠一郎"", ""比率"": 9.24, ""ロックアップ"": ""90日間"", ""isCEO"": false}, {""株主名"": ""峯崎 勇"", ""比率"": 6.22, ""ロックアップ"": ""90日間"", ""isCEO"": false}, {""株主名"": ""髙柳 剛宏"", ""比率"": 4.86, ""ロックアップ"": ""90日間"", ""isCEO"": false}, {""株主名"": ""GMOアドパートナーズ（株）"", ""比率"": 3.89, ""ロックアップ"": ""180日間"", ""isCEO"": false}, {""株主名"": ""齋藤 努"", ""比率"": 2.72, ""ロックアップ"": ""90日間"", ""isCEO"": false}, {""株主名"": ""駒﨑 剛"", ""比率"": 2.14, ""ロックアップ"": ""90日間"", ""isCEO"": false}, {""株主名"": ""森田 房雄"", ""比率"": 1.94, ""ロックアップ"": ""180日間"", ""isCEO"": false}, {""株主名"": ""中野 真孝"", ""比率"": 1.75, ""ロックアップ"": ""180日間"", ""isCEO"": false}, {""株主名"": ""成田 仁"", ""比率"": 0.39, ""ロックアップ"": ""90日間"", ""isCEO"": false}]"	"[{""売上高（百万円）"": {""2017年3月"": null, ""2018年3月"": null, ""2019年3月"": null, ""2020年3月"": null}}, {""経常利益（百万円）"": {""2017年3月"": null, ""2018年3月"": null, ""2019年3月"": null, ""2020年3月"": null}}, {""当期純利益（百万円）"": {""2017年3月"": null, ""2018年3月"": null, ""2019年3月"": null, ""2020年3月"": null}}, {""純資産額 （百万円）"": {""2017年3月"": null, ""2018年3月"": null, ""2019年3月"": null, ""2020年3月"": null}}, {""1株あたりの純資産額（円）"": {""2017年3月"": null, ""2018年3月"": null, ""2019年3月"": null, ""2020年3月"": null}}, {""1株あたりの純利益（円）"": {""2017年3月"": null, ""2018年3月"": null, ""2019年3月"": null, ""2020年3月"": null}}, {""自己資本比率（％）"": {""2017年3月"": null, ""2018年3月"": null, ""2019年3月"": null, ""2020年3月"": null}}, {""自己資本利益率（％）"": {""2017年3月"": null, ""2018年3月"": null, ""2019年3月"": null, ""2020年3月"": null}}]"	ディマージシェア（4195）、DX（デジタルトランスフォーメーション：AIやIoTなどの先端的なデジタル技術を活用して、従来の製品やサービス、組織などを変革すること）に関するサービスを提供しています。公開株数が極めて少なく、大株主にも期間でロックアップがかかっており、供給がかなり引き締まっています。テーマ的にも悪くなく、需給的に初値の大幅上昇が期待できます。	https://www.dimage.co.jp/
	ネオマーケティング											https://www.ipokiso.com/company/2021/neo-m.html		https://irbank.net//ir	マーケティング支援事業	40.6		4月22日(木)	JASDAQスタンダード	"[{""株主名"": ""（株）エムスリードリームインベスター"", ""比率"": 27.61, ""ロックアップ"": ""90日間\r\n    1.5倍"", ""isCEO"": false}, {""株主名"": ""橋本 光伸（社長）"", ""比率"": 20.33, ""ロックアップ"": ""90日間\r\n    1.5倍"", ""isCEO"": true}, {""株主名"": ""（株）TRMブラザーズ"", ""比率"": 12.08, ""ロックアップ"": ""90日間\r\n    1.5倍"", ""isCEO"": false}, {""株主名"": ""小林 康裕"", ""比率"": 8.91, ""ロックアップ"": ""90日間\r\n    1.5倍"", ""isCEO"": false}, {""株主名"": ""村上 直"", ""比率"": 5.34, ""ロックアップ"": ""90日間\r\n    1.5倍"", ""isCEO"": false}, {""株主名"": ""（株）エイジェック"", ""比率"": 5.05, ""ロックアップ"": ""90日間\r\n    1.5倍"", ""isCEO"": false}, {""株主名"": ""ネオマーケティング従業員持株会"", ""比率"": 3.94, ""ロックアップ"": """", ""isCEO"": false}, {""株主名"": ""原島 茂雄"", ""比率"": 3.29, ""ロックアップ"": ""90日間\r\n    1.5倍"", ""isCEO"": false}, {""株主名"": ""葛山 博志"", ""比率"": 2.7, ""ロックアップ"": ""90日間\r\n    1.5倍"", ""isCEO"": false}, {""株主名"": ""荒池 和史"", ""比率"": 2.1, ""ロックアップ"": ""90日間\r\n    1.5倍"", ""isCEO"": false}]"	"[{""売上高（百万円）"": {""2017年9月"": null, ""2018年9月"": null, ""2019年9月"": null, ""2020年9月"": null}}, {""経常利益（百万円）"": {""2017年9月"": null, ""2018年9月"": null, ""2019年9月"": null, ""2020年9月"": null}}, {""当期純利益（百万円）"": {""2017年9月"": null, ""2018年9月"": null, ""2019年9月"": null, ""2020年9月"": null}}, {""純資産額 （百万円）"": {""2017年9月"": null, ""2018年9月"": null, ""2019年9月"": null, ""2020年9月"": null}}, {""1株あたりの純資産額（円）"": {""2017年9月"": null, ""2018年9月"": null, ""2019年9月"": null, ""2020年9月"": null}}, {""1株あたりの純利益（円）"": {""2017年9月"": null, ""2018年9月"": null, ""2019年9月"": null, ""2020年9月"": null}}, {""自己資本比率（％）"": {""2017年9月"": null, ""2018年9月"": null, ""2019年9月"": null, ""2020年9月"": null}}, {""自己資本利益率（％）"": {""2017年9月"": null, ""2018年9月"": null, ""2019年9月"": null, ""2020年9月"": null}}]"	ネオマーケティング（4196）、マーケティング支援はIPOのテーマとして、まずまずといったところでしょう。業績推移を見ると、直近に売上が拡大していますが、それまでは頭打ち気味です。人気面は正直そこまでだと思います。ただ、公開株数が少なめで、主要な大株主にも公募価格比+50％のロックアップがかかっているので、初値もそこまでは上がると予想します。あとは当日の地合いしだいでしょうか。	https://neo-m.jp/
	ステラファーマ											https://www.ipokiso.com/company/2021/stella-pharma.html		https://irbank.net//ir	BNCT（ホウ素中性子捕捉療法）に使用されるホウ素医薬品の開発および製造販売	140.4		4月22日(木)	東証マザーズ	"[{""株主名"": ""ステラケミファ（株）"", ""比率"": 60.43, ""ロックアップ"": ""180日間"", ""isCEO"": false}, {""株主名"": ""（株）ＩＮＣＪ"", ""比率"": 33.15, ""ロックアップ"": ""90日間"", ""isCEO"": false}, {""株主名"": ""住友重機械工業（株）"", ""比率"": 0.95, ""ロックアップ"": ""180日間"", ""isCEO"": false}, {""株主名"": ""浅野 智之"", ""比率"": 0.88, ""ロックアップ"": ""180日間"", ""isCEO"": false}, {""株主名"": ""藪 和光"", ""比率"": 0.79, ""ロックアップ"": ""180日間"", ""isCEO"": false}, {""株主名"": ""上原 幸樹（社長）"", ""比率"": 0.76, ""ロックアップ"": ""180日間"", ""isCEO"": true}, {""株主名"": ""（株）スズケン"", ""比率"": 0.42, ""ロックアップ"": ""継続保有"", ""isCEO"": false}, {""株主名"": ""（株）ハイメディック"", ""比率"": 0.42, ""ロックアップ"": ""継続保有"", ""isCEO"": false}, {""株主名"": ""槌谷 武"", ""比率"": 0.17, ""ロックアップ"": """", ""isCEO"": false}, {""株主名"": ""藤井 祐一"", ""比率"": 0.16, ""ロックアップ"": ""180日間"", ""isCEO"": false}]"	"[{""売上高（百万円）"": {""2016年12月"": null, ""2018年3月"": null, ""2019年3月"": null, ""2020年3月"": null}}, {""経常利益（百万円）"": {""2016年12月"": null, ""2018年3月"": null, ""2019年3月"": null, ""2020年3月"": null}}, {""当期純利益（百万円）"": {""2016年12月"": null, ""2018年3月"": null, ""2019年3月"": null, ""2020年3月"": null}}, {""純資産額 （百万円）"": {""2016年12月"": null, ""2018年3月"": null, ""2019年3月"": null, ""2020年3月"": null}}, {""1株あたりの純資産額（円）"": {""2016年12月"": null, ""2018年3月"": null, ""2019年3月"": null, ""2020年3月"": null}}, {""1株あたりの純利益（円）"": {""2016年12月"": null, ""2018年3月"": null, ""2019年3月"": null, ""2020年3月"": null}}, {""自己資本比率（％）"": {""2016年12月"": null, ""2018年3月"": null, ""2019年3月"": null, ""2020年3月"": null}}, {""自己資本利益率（％）"": {""2016年12月"": null, ""2018年3月"": null, ""2019年3月"": null, ""2020年3月"": null}}]"	ステラファーマ（4888）、バイオ関連は正直よくわかりません。ただ、業績推移を見て、売上がないことから、まだまだ先行きは不透明だということは確かです。想定価格が低く、買いやすさはあります。ただ、公開株数が極めて多く、需給的に見てもきびしい展開が予想されます。公募割れの可能性も低くはないでしょう。	https://stella-pharma.co.jp/
	ビジョナル											https://www.ipokiso.com/company/2021/visional.html		https://irbank.net//ir	プロフェッショナル人材に特化した会員制転職プラットフォーム『ビズリーチ』などの運営	1550.0		4月22日(木)	東証マザーズ	"[{""株主名"": ""南    壮一郎（社長）"", ""比率"": 42.47, ""ロックアップ"": ""180日間"", ""isCEO"": true}, {""株主名"": ""ジャフコ・スーパーV３共有投資事業有限責任組合(注)１"", ""比率"": 11.78, ""ロックアップ"": """", ""isCEO"": false}, {""株主名"": ""島田 亨"", ""比率"": 5.79, ""ロックアップ"": ""180日間"", ""isCEO"": false}, {""株主名"": ""YJ２号投資事業組合"", ""比率"": 4.33, ""ロックアップ"": ""360日間"", ""isCEO"": false}, {""株主名"": ""竹内 真"", ""比率"": 4.33, ""ロックアップ"": ""180日間"", ""isCEO"": false}, {""株主名"": ""Japan    Entrepreneur Collaboration Limited"", ""比率"": 3.93, ""ロックアップ"": ""180日間"", ""isCEO"": false}, {""株主名"": ""永田 信"", ""比率"": 1.8, ""ロックアップ"": ""180日間"", ""isCEO"": false}, {""株主名"": ""多田 洋祐"", ""比率"": 1.46, ""ロックアップ"": ""180日間"", ""isCEO"": false}, {""株主名"": ""ジャパン・コインベスト投資事業有限責任組合"", ""比率"": 1.38, ""ロックアップ"": """", ""isCEO"": false}, {""株主名"": ""村田 聡"", ""比率"": 1.27, ""ロックアップ"": ""180日間"", ""isCEO"": false}]"	"[{""売上高（百万円）"": {""2018年7月"": null, ""2019年7月"": null, ""2020年7月"": null, ""2021年7月  （第2四半期）"": null}}, {""経常利益（百万円）"": {""2018年7月"": null, ""2019年7月"": null, ""2020年7月"": null, ""2021年7月  （第2四半期）"": null}}, {""当期純利益（百万円）"": {""2018年7月"": null, ""2019年7月"": null, ""2020年7月"": null, ""2021年7月  （第2四半期）"": null}}, {""純資産額 （百万円）"": {""2018年7月"": null, ""2019年7月"": null, ""2020年7月"": null, ""2021年7月  （第2四半期）"": null}}, {""1株あたりの純資産額（円）"": {""2018年7月"": null, ""2019年7月"": null, ""2020年7月"": null, ""2021年7月  （第2四半期）"": null}}, {""1株あたりの純利益（円）"": {""2018年7月"": null, ""2019年7月"": null, ""2020年7月"": null, ""2021年7月  （第2四半期）"": null}}, {""自己資本比率（％）"": {""2018年7月"": null, ""2019年7月"": null, ""2020年7月"": null, ""2021年7月  （第2四半期）"": null}}, {""自己資本利益率（％）"": {""2018年7月"": null, ""2019年7月"": null, ""2020年7月"": null, ""2021年7月  （第2四半期）"": null}}]"	ビジョナル（4194）、「ビズリーチ」は、ビジネスプロフェッショナル、国内外の優良・成長企業、ヘッドハンターの三者を効率的にマッチングするプラットフォームです。ビズリーチ事業の直近3年の年平均成長率は31.4％と、かなりの勢いで拡大しています。普通なら、規模的にきびしい需給になるところですが、この勢いから人気化することも十分に考えられます。総合的に見て、初値はそこそこの上昇になると予想します。	https://www.visional.inc/
	サイバートラスト											https://www.ipokiso.com/company/2021/cybertrust.html		https://irbank.net//ir	トラストサービス事業（認証・セキュリティサービス、OSSサービス、IoTサービス）	64.9		4月15日(木)	東証マザーズ	"[{""株主名"": ""SBテクノロジー（株）"", ""比率"": 64.83, ""ロックアップ"": ""180日間"", ""isCEO"": false}, {""株主名"": ""（有）SPCトラスト"", ""比率"": 9.85, ""ロックアップ"": ""※1"", ""isCEO"": false}, {""株主名"": ""日本電気（株）"", ""比率"": 5.52, ""ロックアップ"": ""180日間"", ""isCEO"": false}, {""株主名"": ""（株）オービックビジネスコンサルタント"", ""比率"": 5.52, ""ロックアップ"": ""180日間"", ""isCEO"": false}, {""株主名"": ""（株）ラック"", ""比率"": 5.52, ""ロックアップ"": ""180日間"", ""isCEO"": false}, {""株主名"": ""（株）エヌ・ティ・ティ・データ"", ""比率"": 1.58, ""ロックアップ"": ""180日間"", ""isCEO"": false}, {""株主名"": ""（株）日立製作所"", ""比率"": 1.58, ""ロックアップ"": ""180日間"", ""isCEO"": false}, {""株主名"": ""（株）サンブリッジコーポレーション"", ""比率"": 1.58, ""ロックアップ"": ""180日間"", ""isCEO"": false}, {""株主名"": ""セコム（株）"", ""比率"": 1.58, ""ロックアップ"": ""180日間"", ""isCEO"": false}, {""株主名"": ""大日本印刷（株）"", ""比率"": 1.58, ""ロックアップ"": ""180日間"", ""isCEO"": false}]"	"[{""売上高（百万円）"": {""2017年3月"": null, ""2018年3月"": null, ""2019年3月"": null, ""2020年3月"": null}}, {""経常利益（百万円）"": {""2017年3月"": null, ""2018年3月"": null, ""2019年3月"": null, ""2020年3月"": null}}, {""当期純利益（百万円）"": {""2017年3月"": null, ""2018年3月"": null, ""2019年3月"": null, ""2020年3月"": null}}, {""純資産額 （百万円）"": {""2017年3月"": null, ""2018年3月"": null, ""2019年3月"": null, ""2020年3月"": null}}, {""1株あたりの純資産額（円）"": {""2017年3月"": null, ""2018年3月"": null, ""2019年3月"": null, ""2020年3月"": null}}, {""1株あたりの純利益（円）"": {""2017年3月"": null, ""2018年3月"": null, ""2019年3月"": null, ""2020年3月"": null}}, {""自己資本比率（％）"": {""2017年3月"": null, ""2018年3月"": null, ""2019年3月"": null, ""2020年3月"": null}}, {""自己資本利益率（％）"": {""2017年3月"": null, ""2018年3月"": null, ""2019年3月"": null, ""2020年3月"": null}}]"	サイバートラスト（4498）、売上の約60％が認証・セキュリティサービスからなっており、着実に売上を伸ばしています。サイバートラストの製品やサービスを、国内外の企業に提供する事業形態から、爆発的な伸びは期待できませんが、上場を機に市場の認知が高まれば、今後も着実な成長が見込めそうです。公開株数は少なめで、大株主にも期間でロックアップがかかっており、供給はしぼれています。総合的に見て、初値は大幅に上昇すると予想します。	https://www.cybertrust.co.jp/
	紀文食品											https://www.ipokiso.com/company/2021/kibun.html		https://irbank.net//ir	水産練り製品類、総菜類、水産珍味類などの食品製造販売および仕入販売	290.9		4月13日(火)	東証1部	"[{""株主名"": ""保芦 將人"", ""比率"": 25.79, ""ロックアップ"": ""180日間"", ""isCEO"": false}, {""株主名"": ""㈱紀鳳産業"", ""比率"": 9.75, ""ロックアップ"": ""180日間"", ""isCEO"": false}, {""株主名"": ""㈱みずほ銀行"", ""比率"": 4.74, ""ロックアップ"": ""180日間"", ""isCEO"": false}, {""株主名"": ""㈱匠屋松兵衛"", ""比率"": 4.11, ""ロックアップ"": """", ""isCEO"": false}, {""株主名"": ""紀文グループ社員持株会"", ""比率"": 3.84, ""ロックアップ"": ""180日間"", ""isCEO"": false}, {""株主名"": ""落合 正行"", ""比率"": 3.07, ""ロックアップ"": ""180日間"", ""isCEO"": false}, {""株主名"": ""キッコーマン㈱"", ""比率"": 2.96, ""ロックアップ"": ""180日間"", ""isCEO"": false}, {""株主名"": ""野村ホールディングス㈱"", ""比率"": 2.6, ""ロックアップ"": ""180日間"", ""isCEO"": false}, {""株主名"": ""㈱大和証券グループ本社"", ""比率"": 2.34, ""ロックアップ"": ""180日間"", ""isCEO"": false}, {""株主名"": ""みずほキャピタル㈱"", ""比率"": 1.93, ""ロックアップ"": ""90日間\r\n    1.5倍"", ""isCEO"": false}]"	"[{""売上高（百万円）"": {""2017年3月"": null, ""2018年3月"": null, ""2019年3月"": null, ""2020年3月"": null}}, {""経常利益（百万円）"": {""2017年3月"": null, ""2018年3月"": null, ""2019年3月"": null, ""2020年3月"": null}}, {""当期純利益（百万円）"": {""2017年3月"": null, ""2018年3月"": null, ""2019年3月"": null, ""2020年3月"": null}}, {""純資産額 （百万円）"": {""2017年3月"": null, ""2018年3月"": null, ""2019年3月"": null, ""2020年3月"": null}}, {""1株あたりの純資産額（円）"": {""2017年3月"": null, ""2018年3月"": null, ""2019年3月"": null, ""2020年3月"": null}}, {""1株あたりの純利益（円）"": {""2017年3月"": null, ""2018年3月"": null, ""2019年3月"": null, ""2020年3月"": null}}, {""自己資本比率（％）"": {""2017年3月"": null, ""2018年3月"": null, ""2019年3月"": null, ""2020年3月"": null}}, {""自己資本利益率（％）"": {""2017年3月"": null, ""2018年3月"": null, ""2019年3月"": null, ""2020年3月"": null}}]"	紀文食品（2933）、水産練り製品などの製造・仕入販売ということで、IPO的にはかなり弱いテーマです。また、国内においてはすでに成熟段階と思われ、今後の成長が期待しづらいです。ただ、2017年から、台湾・オランダ・中国に販売拠点を設立しており、将来的に海外での販売が成功すれば、第二の成長がはじまるでしょう。今回のIPOによる調達資金も、そのあたりの設備投資に充てるようです。それでもなお、公開株数が多く、総合的な需給を考えると、小幅な上昇にとどまると予想します。	https://www.kibun.co.jp/
	アイスコ											https://www.ipokiso.com/company/2021/iceco.html		https://irbank.net//ir	アイスクリーム・冷凍食品卸販売をおこなうフローズン事業および生鮮食品スーパーの展開をおこなうスーパーマーケット事業の運営	31.9		4月8日(木)	JASDAQスタンダード	"[{""株主名"": ""（株）KANコーポレーション"", ""比率"": 38.7, ""ロックアップ"": ""90日間"", ""isCEO"": false}, {""株主名"": ""相原 敏貴"", ""比率"": 21.07, ""ロックアップ"": ""90日間"", ""isCEO"": false}, {""株主名"": ""相原 貴久（社長）"", ""比率"": 8.6, ""ロックアップ"": ""90日間"", ""isCEO"": true}, {""株主名"": ""アイスコ従業員持株会"", ""比率"": 4.56, ""ロックアップ"": ""90日間"", ""isCEO"": false}, {""株主名"": ""江崎グリコ（株）"", ""比率"": 4.3, ""ロックアップ"": ""90日間"", ""isCEO"": false}, {""株主名"": ""相原 久子"", ""比率"": 3.01, ""ロックアップ"": ""90日間"", ""isCEO"": false}, {""株主名"": ""青木 哲也"", ""比率"": 2.58, ""ロックアップ"": ""90日間"", ""isCEO"": false}, {""株主名"": ""野口 みゆき"", ""比率"": 2.58, ""ロックアップ"": ""90日間"", ""isCEO"": false}, {""株主名"": ""永野 泰敬"", ""比率"": 1.03, ""ロックアップ"": ""90日間"", ""isCEO"": false}, {""株主名"": ""山本 宗男"", ""比率"": 0.95, ""ロックアップ"": ""90日間"", ""isCEO"": false}]"	"[{""売上高（百万円）"": {""2017年3月"": null, ""2018年3月"": null, ""2019年3月"": null, ""2020年3月"": null}}, {""経常利益（百万円）"": {""2017年3月"": null, ""2018年3月"": null, ""2019年3月"": null, ""2020年3月"": null}}, {""当期純利益（百万円）"": {""2017年3月"": null, ""2018年3月"": null, ""2019年3月"": null, ""2020年3月"": null}}, {""純資産額 （百万円）"": {""2017年3月"": null, ""2018年3月"": null, ""2019年3月"": null, ""2020年3月"": null}}, {""1株あたりの純資産額（円）"": {""2017年3月"": null, ""2018年3月"": null, ""2019年3月"": null, ""2020年3月"": null}}, {""1株あたりの純利益（円）"": {""2017年3月"": null, ""2018年3月"": null, ""2019年3月"": null, ""2020年3月"": null}}, {""自己資本比率（％）"": {""2017年3月"": null, ""2018年3月"": null, ""2019年3月"": null, ""2020年3月"": null}}, {""自己資本利益率（％）"": {""2017年3月"": null, ""2018年3月"": null, ""2019年3月"": null, ""2020年3月"": null}}]"	アイスコ（7698）、食品卸売とスーパーはIPOのテーマとしては弱いです。業績推移を見ても、売上がやや頭打ち気味で、今後の成長が望みにくく、買いがそれほど期待できません。一方、公開株数は少なめで、大株主へもロックアップが期間で入っており、供給は絞れています。ただ、それでも初値を大幅に上昇させる需給にはならないと思われ、小幅な上昇を予想します。	http://www.iceco.co.jp/
	ファブリカコミュニケーションズ											https://www.ipokiso.com/company/2021/fabrica.html		https://irbank.net//ir	業務支援システム開発・販売事業、SMS配信ソリューション事業、インターネットメディア事業、WEBマーケティング事業、自動車整備・レンタカー事業	119.7		4月7日(水)	JASDAQスタンダード、名証2部	"[{""株主名"": ""（株）カービュー"", ""比率"": 30.34, ""ロックアップ"": ""180日間"", ""isCEO"": false}, {""株主名"": ""（株）インディゴベース"", ""比率"": 13.28, ""ロックアップ"": ""180日間"", ""isCEO"": false}, {""株主名"": ""谷口    政人（社長）"", ""比率"": 11.56, ""ロックアップ"": ""180日間"", ""isCEO"": true}, {""株主名"": ""奥岡 征彦"", ""比率"": 8.96, ""ロックアップ"": ""180日間"", ""isCEO"": false}, {""株主名"": ""近藤 智司"", ""比率"": 8.4, ""ロックアップ"": ""180日間"", ""isCEO"": false}, {""株主名"": ""（株）ＳＫコーポレーション"", ""比率"": 5.04, ""ロックアップ"": ""180日間"", ""isCEO"": false}, {""株主名"": ""（株）新東通信"", ""比率"": 2.6, ""ロックアップ"": ""180日間\r\n    1.5倍"", ""isCEO"": false}, {""株主名"": ""あいおいニッセイ同和損害保険（株）"", ""比率"": 1.56, ""ロックアップ"": ""180日間\r\n    1.5倍"", ""isCEO"": false}, {""株主名"": ""（株）エフケイ"", ""比率"": 1.56, ""ロックアップ"": ""180日間\r\n    1.5倍"", ""isCEO"": false}, {""株主名"": ""シナノベンチャーレーシング合同会社"", ""比率"": 1.56, ""ロックアップ"": ""180日間\r\n    1.5倍"", ""isCEO"": false}]"	"[{"""": {}}, {""売上高（百万円）"": {}}, {""経常利益（百万円）"": {}}, {""当期純利益（百万円）"": {}}, {""純資産額 （百万円）"": {}}, {""1株あたりの純資産額（円）"": {}}, {""1株あたりの純利益（円）"": {}}, {""自己資本比率（％）"": {}}, {""自己資本利益率（％）"": {}}]"	ファブリカコミュニケーションズ（4193）、複数事業を展開していますが、主に利益を出しているのは、中古車販売業務支援クラウドサービス「symphony」と、法人向けのショートメッセージ送信サービスです。業績推移を見てもわかりますが、右肩上がりの急成長をとげています。2021年3月期も順調で、上場後も継続的な成長が期待できます。やや重ためですが、公開株数は少なめで、主要な大株主に対して期間でロックアップがかかっており、需給は良いでしょう。総合的に見て、初値の大幅な上昇が見込めます。	https://www.fabrica-com.co.jp/
	表示灯											https://www.ipokiso.com/company/2021/hyojito.html		https://irbank.net//ir	各駅周辺案内図の広告の設置、運営および交通広告、屋外広告などを取り扱う一般広告代理店業務	73.0		4月7日(水)	東証2部	"[{""株主名"": ""喜平会（株）"", ""比率"": 26.34, ""ロックアップ"": ""90日間"", ""isCEO"": false}, {""株主名"": ""ＴＹシエル（株）"", ""比率"": 12.96, ""ロックアップ"": ""90日間"", ""isCEO"": false}, {""株主名"": ""ＨＫＯ（株）"", ""比率"": 12.86, ""ロックアップ"": ""90日間"", ""isCEO"": false}, {""株主名"": ""ＹＫＴ（株）"", ""比率"": 12.86, ""ロックアップ"": ""90日間"", ""isCEO"": false}, {""株主名"": ""栗本 肇"", ""比率"": 10.93, ""ロックアップ"": ""90日間"", ""isCEO"": false}, {""株主名"": ""ＭＫＴ（株）"", ""比率"": 9.44, ""ロックアップ"": ""90日間"", ""isCEO"": false}, {""株主名"": ""吉田 大士"", ""比率"": 8.63, ""ロックアップ"": ""90日間"", ""isCEO"": false}, {""株主名"": ""栗本 勉"", ""比率"": 0.81, ""ロックアップ"": ""90日間"", ""isCEO"": false}, {""株主名"": ""上田 正剛（社長）"", ""比率"": 0.51, ""ロックアップ"": ""90日間"", ""isCEO"": true}, {""株主名"": ""栗本 ふみ枝"", ""比率"": 0.32, ""ロックアップ"": """", ""isCEO"": false}]"	"[{""売上高（百万円）"": {""2017年3月"": null, ""2018年3月"": null, ""2019年3月"": null, ""2020年3月"": null}}, {""経常利益（百万円）"": {""2017年3月"": null, ""2018年3月"": null, ""2019年3月"": null, ""2020年3月"": null}}, {""当期純利益（百万円）"": {""2017年3月"": null, ""2018年3月"": null, ""2019年3月"": null, ""2020年3月"": null}}, {""純資産額 （百万円）"": {""2017年3月"": null, ""2018年3月"": null, ""2019年3月"": null, ""2020年3月"": null}}, {""1株あたりの純資産額（円）"": {""2017年3月"": null, ""2018年3月"": null, ""2019年3月"": null, ""2020年3月"": null}}, {""1株あたりの純利益（円）"": {""2017年3月"": null, ""2018年3月"": null, ""2019年3月"": null, ""2020年3月"": null}}, {""自己資本比率（％）"": {""2017年3月"": null, ""2018年3月"": null, ""2019年3月"": null, ""2020年3月"": null}}, {""自己資本利益率（％）"": {""2017年3月"": null, ""2018年3月"": null, ""2019年3月"": null, ""2020年3月"": null}}]"	表示灯（7368）、事業内容に目新しさはなく、IPOのテーマとしては弱い印象です。また、着実に売上・利益を伸ばしてはいますが、やはりIPOとしては弱い印象です。加えて、初値が上がりにくい「東証2部上場」で、公開株数も割と多めなので、需給的に初値の大幅な上昇は期待しづらいです。	https://www.hyojito.co.jp/
	セルム											https://www.ipokiso.com/company/2021/celm.html		https://irbank.net//ir	人材開発・組織開発事業	57.9		4月6日(火)	JASDAQスタンダード	"[{""株主名"": ""（株）アイランドプラス"", ""比率"": 18.05, ""ロックアップ"": ""90日間"", ""isCEO"": false}, {""株主名"": ""加島 禎二（社長）"", ""比率"": 16.6, ""ロックアップ"": ""90日間"", ""isCEO"": true}, {""株主名"": ""加藤 友希"", ""比率"": 9.93, ""ロックアップ"": ""90日間"", ""isCEO"": false}, {""株主名"": ""田口 佳子"", ""比率"": 9.93, ""ロックアップ"": ""90日間"", ""isCEO"": false}, {""株主名"": ""若鍋 孝司"", ""比率"": 9.02, ""ロックアップ"": ""90日間"", ""isCEO"": false}, {""株主名"": ""（株）PINE RIVER"", ""比率"": 7.22, ""ロックアップ"": ""90日間"", ""isCEO"": false}, {""株主名"": ""（株）アイズ"", ""比率"": 6.32, ""ロックアップ"": ""90日間"", ""isCEO"": false}, {""株主名"": ""山崎 教世"", ""比率"": 4.06, ""ロックアップ"": ""90日間"", ""isCEO"": false}, {""株主名"": ""小林 剛"", ""比率"": 2.96, ""ロックアップ"": ""90日間"", ""isCEO"": false}, {""株主名"": ""吉冨 敏雄"", ""比率"": 2.1, ""ロックアップ"": ""90日間"", ""isCEO"": false}]"	"[{""売上高（百万円）"": {""2018年3月"": null, ""2019年3月"": null, ""2020年3月"": null, ""2021年3月  （第3四半期）"": null}}, {""経常利益（百万円）"": {""2018年3月"": null, ""2019年3月"": null, ""2020年3月"": null, ""2021年3月  （第3四半期）"": null}}, {""当期純利益（百万円）"": {""2018年3月"": null, ""2019年3月"": null, ""2020年3月"": null, ""2021年3月  （第3四半期）"": null}}, {""純資産額 （百万円）"": {""2018年3月"": null, ""2019年3月"": null, ""2020年3月"": null, ""2021年3月  （第3四半期）"": null}}, {""1株あたりの純資産額（円）"": {""2018年3月"": null, ""2019年3月"": null, ""2020年3月"": null, ""2021年3月  （第3四半期）"": null}}, {""1株あたりの純利益（円）"": {""2018年3月"": null, ""2019年3月"": null, ""2020年3月"": null, ""2021年3月  （第3四半期）"": null}}, {""自己資本比率（％）"": {""2018年3月"": null, ""2019年3月"": null, ""2020年3月"": null, ""2021年3月  （第3四半期）"": null}}, {""自己資本利益率（％）"": {""2018年3月"": null, ""2019年3月"": null, ""2020年3月"": null, ""2021年3月  （第3四半期）"": null}}]"	セルム（7367）、企業経営やコンサルなどの経験がある1,200名超のタレントのネットワークを使い、大手顧客企業に対して、企画の提案や実行支援をしています。右肩上がりの成長を見せていましたが、新型コロナの影響で業績が落ち込んでいます。IPO的には“今”が注目されますので、人気化は期待しづらいです。総合的な需給を考えると、初値は小幅な上昇にとどまると予想します。	https://www.celm.co.jp/
