買	企業名	コード	ビジネスモデル	17業種	33業種	テンバガー指標	ノーバガー指標	PER	何倍株か	決算	決算伸び率%	IPO情報URL	有価証券報告書	IR	事業内容	想定時価総額（億円）	会社設立	上場日	市場	株主名と比率	企業業績のデータ（5年分）	管理人からのコメント	会社URL
	INTLOOP											https://www.ipokiso.com/company/2022/intloop.html		https://irbank.net//ir	フリーランスを活用したコンサルティング・システム開発支援など	160.1	2005年（18年目）	7月8日(金)	東証グロース	"[{""株主名"": ""林    博文（社長）"", ""比率"": 72.47, ""ロックアップ"": ""180日間"", ""isCEO"": true}, {""株主名"": ""KSM（株）"", ""比率"": 24.26, ""ロックアップ"": ""180日間"", ""isCEO"": false}, {""株主名"": ""長谷川 宏志"", ""比率"": 0.49, ""ロックアップ"": ""継続保有"", ""isCEO"": false}, {""株主名"": ""内野 権"", ""比率"": 0.36, ""ロックアップ"": ""継続保有"", ""isCEO"": false}, {""株主名"": ""林 真理子"", ""比率"": 0.24, ""ロックアップ"": ""180日間"", ""isCEO"": false}, {""株主名"": ""田口 正剛"", ""比率"": 0.24, ""ロックアップ"": ""継続保有"", ""isCEO"": false}, {""株主名"": ""住吉 恵理子"", ""比率"": 0.15, ""ロックアップ"": ""継続保有"", ""isCEO"": false}, {""株主名"": ""的池 将輝"", ""比率"": 0.15, ""ロックアップ"": ""継続保有"", ""isCEO"": false}, {""株主名"": ""加藤 哲弥"", ""比率"": 0.15, ""ロックアップ"": ""継続保有"", ""isCEO"": false}, {""株主名"": ""中磯 和敏"", ""比率"": 0.15, ""ロックアップ"": ""継続保有"", ""isCEO"": false}]"	"[{""売上高（百万円）"": {""2019年1月"": null, ""2019年7月"": null, ""2020年7月"": null, ""2021年  7月"": null}}, {""経常利益（百万円）"": {""2019年1月"": null, ""2019年7月"": null, ""2020年7月"": null, ""2021年  7月"": null}}, {""当期純利益（百万円）"": {""2019年1月"": null, ""2019年7月"": null, ""2020年7月"": null, ""2021年  7月"": null}}, {""純資産額 （百万円）"": {""2019年1月"": null, ""2019年7月"": null, ""2020年7月"": null, ""2021年  7月"": null}}, {""1株あたりの純資産額（円）"": {""2019年1月"": null, ""2019年7月"": null, ""2020年7月"": null, ""2021年  7月"": null}}, {""1株あたりの純利益（円）"": {""2019年1月"": null, ""2019年7月"": null, ""2020年7月"": null, ""2021年  7月"": null}}, {""自己資本比率（％）"": {""2019年1月"": null, ""2019年7月"": null, ""2020年7月"": null, ""2021年  7月"": null}}, {""自己資本利益率（％）"": {""2019年1月"": null, ""2019年7月"": null, ""2020年7月"": null, ""2021年  7月"": null}}]"	INTLOOP[イントループ]（9556）、新規事業や業務改革などの経営課題をもつ企業に対して、専門性の高いフリーランス人材を提供する「プロフェッショナル人材ソリューションサービス」、社員中心の「コンサルティングサービス」、営業先候補の開拓につながる「Webサービス」を展開しています。	https://www.intloop.com/
	AViC											https://www.ipokiso.com/company/2022/avic.html		https://irbank.net//ir	デジタルマーケティングサービス（インターネット広告サービス、SEOコンサルティングサービス）の提供など	55.2	2013年（10年目）	6月30日(木)	東証グロース	"[{""株主名"": ""市原創吾・ミダス投資事業有限責任組合"", ""比率"": 44.07, ""ロックアップ"": ""180日間"", ""isCEO"": false}, {""株主名"": ""岩田匡平・ミダス投資事業有限責任組合"", ""比率"": 27.8, ""ロックアップ"": ""180日間"", ""isCEO"": false}, {""株主名"": ""吉村英毅・ミダスA投資事業有限責任組合"", ""比率"": 8.23, ""ロックアップ"": ""180日間"", ""isCEO"": false}, {""株主名"": ""みずほ成長支援第3号投資事業有限責任組合"", ""比率"": 4.45, ""ロックアップ"": ""90日間\r\n    1.5倍"", ""isCEO"": false}, {""株主名"": ""MICイノベーション5号投資事業有限責任組合"", ""比率"": 4.45, ""ロックアップ"": ""90日間\r\n    1.5倍"", ""isCEO"": false}, {""株主名"": ""コタエル信託（株）"", ""比率"": 4.0, ""ロックアップ"": ""継続保有"", ""isCEO"": false}, {""株主名"": ""笹野 誠"", ""比率"": 1.33, ""ロックアップ"": ""180日間"", ""isCEO"": false}, {""株主名"": ""瓜生 翔"", ""比率"": 1.05, ""ロックアップ"": ""180日間"", ""isCEO"": false}, {""株主名"": ""静岡キャピタル8号投資事業有限責任組合"", ""比率"": 0.87, ""ロックアップ"": ""継続保有"", ""isCEO"": false}, {""株主名"": ""高野 英樹"", ""比率"": 0.76, ""ロックアップ"": ""180日間"", ""isCEO"": false}]"	"[{""売上高（百万円）"": {""2018年9月"": null, ""2019年9月"": null, ""2020年9月"": null, ""2021年9月"": null}}, {""経常利益（百万円）"": {""2018年9月"": null, ""2019年9月"": null, ""2020年9月"": null, ""2021年9月"": null}}, {""当期純利益（百万円）"": {""2018年9月"": null, ""2019年9月"": null, ""2020年9月"": null, ""2021年9月"": null}}, {""純資産額 （百万円）"": {""2018年9月"": null, ""2019年9月"": null, ""2020年9月"": null, ""2021年9月"": null}}, {""1株あたりの純資産額（円）"": {""2018年9月"": null, ""2019年9月"": null, ""2020年9月"": null, ""2021年9月"": null}}, {""1株あたりの純利益（円）"": {""2018年9月"": null, ""2019年9月"": null, ""2020年9月"": null, ""2021年9月"": null}}, {""自己資本比率（％）"": {""2018年9月"": null, ""2019年9月"": null, ""2020年9月"": null, ""2021年9月"": null}}, {""自己資本利益率（％）"": {""2018年9月"": null, ""2019年9月"": null, ""2020年9月"": null, ""2021年9月"": null}}]"	AViC[エイビック]（9554）、メディア運営会社から広告枠を仕入れ、広告効果を計測したうえで、クライアントに対し、広告運用を代行するなどのサービスをおこなっています。その他、対象のWebサイトに総合的なソリューションの提供、適切なクライアントの情報発信をおこなうSEOコンサルティングサービスをおこなっています。	https://avic.jp/
	マイクロアド											https://www.ipokiso.com/company/2022/microad.html		https://irbank.net//ir	データプラットフォーム事業	123.1	2007年（16年目）	6月29日(水)	東証グロース	"[{""株主名"": ""（株）サイバーエージェント"", ""比率"": 57.45, ""ロックアップ"": ""180日間"", ""isCEO"": false}, {""株主名"": ""ソフトバンク（株）"", ""比率"": 18.0, ""ロックアップ"": ""90日間"", ""isCEO"": false}, {""株主名"": ""（株）SWAY"", ""比率"": 7.18, ""ロックアップ"": ""180日間"", ""isCEO"": false}, {""株主名"": ""SCSK（株）"", ""比率"": 4.54, ""ロックアップ"": ""180日間"", ""isCEO"": false}, {""株主名"": ""田中 宏幸"", ""比率"": 1.83, ""ロックアップ"": ""180日間"", ""isCEO"": false}, {""株主名"": ""渡辺 健太郎（社長）"", ""比率"": 1.66, ""ロックアップ"": ""180日間"", ""isCEO"": true}, {""株主名"": ""マイクロアド従業員持株会"", ""比率"": 1.58, ""ロックアップ"": """", ""isCEO"": false}, {""株主名"": ""穴原 誠一郎"", ""比率"": 0.97, ""ロックアップ"": ""180日間"", ""isCEO"": false}, {""株主名"": ""榎原 良樹"", ""比率"": 0.66, ""ロックアップ"": ""180日間"", ""isCEO"": false}, {""株主名"": ""瀧本 岳"", ""比率"": 0.51, ""ロックアップ"": """", ""isCEO"": false}]"	"[{""売上高（百万円）"": {""2018年9月"": null, ""2019年9月"": null, ""2020年9月"": null, ""2021年9月"": null}}, {""経常利益（百万円）"": {""2018年9月"": null, ""2019年9月"": null, ""2020年9月"": null, ""2021年9月"": null}}, {""当期純利益（百万円）"": {""2018年9月"": null, ""2019年9月"": null, ""2020年9月"": null, ""2021年9月"": null}}, {""純資産額 （百万円）"": {""2018年9月"": null, ""2019年9月"": null, ""2020年9月"": null, ""2021年9月"": null}}, {""1株あたりの純資産額（円）"": {""2018年9月"": null, ""2019年9月"": null, ""2020年9月"": null, ""2021年9月"": null}}, {""1株あたりの純利益（円）"": {""2018年9月"": null, ""2019年9月"": null, ""2020年9月"": null, ""2021年9月"": null}}, {""自己資本比率（％）"": {""2018年9月"": null, ""2019年9月"": null, ""2020年9月"": null, ""2021年9月"": null}}, {""自己資本利益率（％）"": {""2018年9月"": null, ""2019年9月"": null, ""2020年9月"": null, ""2021年9月"": null}}]"	マイクロアド（9553）、データソリューション、海外コンサルティング、デジタルサイネージ（ディスプレイやプロジェクターなどの映像表示機器を使って、情報発信するメディア）の各種サービスを展開しています。データソリューションにおける「UNIVERSE」サービスは、消費者データプラットフォームと広告配信プラットフォームから構成されています。	https://www.microad.co.jp/
	ヌーラボ											https://www.ipokiso.com/company/2022/nulab.html		https://irbank.net//ir	Backlogなどのクラウドサービスの開発・提供	137.4	2004年（19年目）	6月28日(火)	東証グロース	"[{""株主名"": ""橋本    正徳（社長）"", ""比率"": 25.42, ""ロックアップ"": ""360日間"", ""isCEO"": true}, {""株主名"": ""田端 辰輔"", ""比率"": 25.34, ""ロックアップ"": ""360日間"", ""isCEO"": false}, {""株主名"": ""（株）アリオト"", ""比率"": 24.01, ""ロックアップ"": ""180日間"", ""isCEO"": false}, {""株主名"": ""Founder    Foundry1号投資事業有限責任組合"", ""比率"": 4.93, ""ロックアップ"": ""360日間\r\n    1.5倍"", ""isCEO"": false}, {""株主名"": ""ヌーラボ従業員持株会"", ""比率"": 4.48, ""ロックアップ"": ""180日間"", ""isCEO"": false}, {""株主名"": ""XTech1号投資事業有限責任組合"", ""比率"": 2.74, ""ロックアップ"": ""360日間\r\n    1.5倍"", ""isCEO"": false}, {""株主名"": ""イーストベンチャーズ2号投資事業有限責任組合"", ""比率"": 2.53, ""ロックアップ"": ""360日間\r\n    1.5倍"", ""isCEO"": false}, {""株主名"": ""イーストベンチャーズ3号投資事業有限責任組合"", ""比率"": 1.77, ""ロックアップ"": ""360日間\r\n    1.5倍"", ""isCEO"": false}, {""株主名"": ""新生ベンチャーパートナーズ1号投資事業有限責任組合"", ""比率"": 1.46, ""ロックアップ"": ""360日間\r\n    1.5倍"", ""isCEO"": false}, {""株主名"": ""馬場 保幸"", ""比率"": 0.37, ""ロックアップ"": ""180日間"", ""isCEO"": false}]"	"[{""売上高（百万円）"": {""2018年3月"": null, ""2019年3月"": null, ""2020年3月"": null, ""2021年3月"": null}}, {""経常利益（百万円）"": {""2018年3月"": null, ""2019年3月"": null, ""2020年3月"": null, ""2021年3月"": null}}, {""当期純利益（百万円）"": {""2018年3月"": null, ""2019年3月"": null, ""2020年3月"": null, ""2021年3月"": null}}, {""純資産額 （百万円）"": {""2018年3月"": null, ""2019年3月"": null, ""2020年3月"": null, ""2021年3月"": null}}, {""1株あたりの純資産額（円）"": {""2018年3月"": null, ""2019年3月"": null, ""2020年3月"": null, ""2021年3月"": null}}, {""1株あたりの純利益（円）"": {""2018年3月"": null, ""2019年3月"": null, ""2020年3月"": null, ""2021年3月"": null}}, {""自己資本比率（％）"": {""2018年3月"": null, ""2019年3月"": null, ""2020年3月"": null, ""2021年3月"": null}}, {""自己資本利益率（％）"": {""2018年3月"": null, ""2019年3月"": null, ""2020年3月"": null, ""2021年3月"": null}}]"	ヌーラボ（5033）、プロジェクト管理ツール「Backlog」、プロジェクトのアイデアやWebサイトのレイアウト、作業計画などの共有ツール「Cacoo」、ビジネスチャットツール「Typetalk」を、インターネットを通じて提供しています。業績推移を見ると赤字が続いていますが、売上は右肩上がりで伸びており、先行投資で赤字になっているだけだと思いますので、気にする必要はないでしょう。	https://nulab.com/ja/
	M&A総合研究所											https://www.ipokiso.com/company/2022/masouken.html		https://irbank.net//ir	DX・AI技術を活用したM&A仲介事業	224.2	2018年（5年目）	6月28日(火)	東証グロース	"[{""株主名"": ""佐上    峻作（社長）"", ""比率"": 73.82, ""ロックアップ"": ""180日間"", ""isCEO"": true}, {""株主名"": ""（株）SMBC信託銀行(特定金外信    PKSHA SPARXアルゴリズム1号)"", ""比率"": 9.54, ""ロックアップ"": ""180日間"", ""isCEO"": false}, {""株主名"": ""Reo Asset    Management1号投資事業有限責任組合"", ""比率"": 5.06, ""ロックアップ"": ""180日間"", ""isCEO"": false}, {""株主名"": ""コタエル信託（株）(信託口)"", ""比率"": 4.45, ""ロックアップ"": ""180日間"", ""isCEO"": false}, {""株主名"": ""矢吹 明大"", ""比率"": 1.34, ""ロックアップ"": ""180日間"", ""isCEO"": false}, {""株主名"": ""荻野 光"", ""比率"": 1.07, ""ロックアップ"": ""180日間"", ""isCEO"": false}, {""株主名"": ""辻 亮人"", ""比率"": 0.89, ""ロックアップ"": ""継続保有"", ""isCEO"": false}, {""株主名"": ""梅田 裕真"", ""比率"": 0.44, ""ロックアップ"": ""180日間"", ""isCEO"": false}, {""株主名"": ""西澤 建造"", ""比率"": 0.43, ""ロックアップ"": ""継続保有"", ""isCEO"": false}, {""株主名"": ""鎌田 実築"", ""比率"": 0.4, ""ロックアップ"": ""継続保有"", ""isCEO"": false}]"	"[{""売上高（百万円）"": {""2018年9月"": null, ""2019年9月"": null, ""2020年9月"": null, ""2021年9月"": null}}, {""経常利益（百万円）"": {""2018年9月"": null, ""2019年9月"": null, ""2020年9月"": null, ""2021年9月"": null}}, {""当期純利益（百万円）"": {""2018年9月"": null, ""2019年9月"": null, ""2020年9月"": null, ""2021年9月"": null}}, {""純資産額 （百万円）"": {""2018年9月"": null, ""2019年9月"": null, ""2020年9月"": null, ""2021年9月"": null}}, {""1株あたりの純資産額（円）"": {""2018年9月"": null, ""2019年9月"": null, ""2020年9月"": null, ""2021年9月"": null}}, {""1株あたりの純利益（円）"": {""2018年9月"": null, ""2019年9月"": null, ""2020年9月"": null, ""2021年9月"": null}}, {""自己資本比率（％）"": {""2018年9月"": null, ""2019年9月"": null, ""2020年9月"": null, ""2021年9月"": null}}, {""自己資本利益率（％）"": {""2018年9月"": null, ""2019年9月"": null, ""2020年9月"": null, ""2021年9月"": null}}]"	M&A総合研究所（9552）、M&A成功による成功報酬のみという強気な収益体系。M&A担当従業員に対しては、インセンティブ制度を採用し、優秀な人材の確保につとめています。業績推移を見ると、急激な右肩上がりを見せており、今後の成長を期待した買いも見込めます。	https://masouken.com/
	サンウェルズ											https://www.ipokiso.com/company/2022/sunwels.html		https://irbank.net//ir	パーキンソン病専門の有料老人ホーム『PDハウス』を中心とした介護事業などの運営	227.8	2006年（17年目）	6月27日(月)	東証グロース	"[{""株主名"": ""（株）杏"", ""比率"": 56.53, ""ロックアップ"": ""90日間"", ""isCEO"": false}, {""株主名"": ""苗代 亮達（社長）"", ""比率"": 40.7, ""ロックアップ"": ""90日間"", ""isCEO"": true}, {""株主名"": ""越野 亨"", ""比率"": 0.19, ""ロックアップ"": ""継続保有"", ""isCEO"": false}, {""株主名"": ""長山 知広"", ""比率"": 0.19, ""ロックアップ"": ""継続保有"", ""isCEO"": false}, {""株主名"": ""中山 美智代"", ""比率"": 0.19, ""ロックアップ"": ""継続保有"", ""isCEO"": false}, {""株主名"": ""上野 英一"", ""比率"": 0.19, ""ロックアップ"": ""継続保有"", ""isCEO"": false}, {""株主名"": ""長戸 優也"", ""比率"": 0.13, ""ロックアップ"": ""継続保有"", ""isCEO"": false}, {""株主名"": ""青山 剛之"", ""比率"": 0.13, ""ロックアップ"": ""継続保有"", ""isCEO"": false}, {""株主名"": ""石浦 志乃"", ""比率"": 0.13, ""ロックアップ"": ""継続保有"", ""isCEO"": false}, {""株主名"": ""勝木 ひかる"", ""比率"": 0.13, ""ロックアップ"": ""継続保有"", ""isCEO"": false}]"	"[{""売上高（百万円）"": {""2018年  3月"": null, ""2019年  3月"": null, ""2020年  3月"": null, ""2021年  3月"": null}}, {""経常利益（百万円）"": {""2018年  3月"": null, ""2019年  3月"": null, ""2020年  3月"": null, ""2021年  3月"": null}}, {""当期純利益（百万円）"": {""2018年  3月"": null, ""2019年  3月"": null, ""2020年  3月"": null, ""2021年  3月"": null}}, {""純資産額 （百万円）"": {""2018年  3月"": null, ""2019年  3月"": null, ""2020年  3月"": null, ""2021年  3月"": null}}, {""1株あたりの純資産額（円）"": {""2018年  3月"": null, ""2019年  3月"": null, ""2020年  3月"": null, ""2021年  3月"": null}}, {""1株あたりの純利益（円）"": {""2018年  3月"": null, ""2019年  3月"": null, ""2020年  3月"": null, ""2021年  3月"": null}}, {""自己資本比率（％）"": {""2018年  3月"": null, ""2019年  3月"": null, ""2020年  3月"": null, ""2021年  3月"": null}}, {""自己資本利益率（％）"": {""2018年  3月"": null, ""2019年  3月"": null, ""2020年  3月"": null, ""2021年  3月"": null}}]"	サンウェルズ（9229）、パーキンソン病専門の有料老人ホームを中核事業として、北海道、関東、関西、九州、北陸に12施設を展開しています。中長期の計画では、2023年3月期末までに20施設まで拡大させる予定で、着実に売上・利益ともに拡大させています。2022年3月期は利益が大きく減っていますが、これは本社の移転拡張や「PDハウス」の全国展開を加速させた影響のようです。	https://sunwels.jp/pdh/
	イーディーピー											https://www.ipokiso.com/company/2022/d-edp.html		https://irbank.net//ir	単結晶ダイヤモンドとその関連素材の製造・販売・開発	114.5	2009年（14年目）	6月27日(月)	東証グロース	"[{""株主名"": ""藤森 直治（社長）"", ""比率"": 11.85, ""ロックアップ"": ""180日間"", ""isCEO"": true}, {""株主名"": ""Cornes&Company    Limited"", ""比率"": 10.77, ""ロックアップ"": ""180日間"", ""isCEO"": false}, {""株主名"": ""コーンズテクノロジー（株）"", ""比率"": 9.26, ""ロックアップ"": ""180日間"", ""isCEO"": false}, {""株主名"": ""竹内工業（株）"", ""比率"": 7.97, ""ロックアップ"": ""180日間"", ""isCEO"": false}, {""株主名"": ""旭ダイヤモンド工業（株）"", ""比率"": 6.89, ""ロックアップ"": ""180日間"", ""isCEO"": false}, {""株主名"": ""DCIハイテク製造業成長支援投資事業有限責任組合"", ""比率"": 4.7, ""ロックアップ"": ""90日間\r\n    1.5倍"", ""isCEO"": false}, {""株主名"": ""（株）新生銀行"", ""比率"": 4.55, ""ロックアップ"": ""90日間\r\n    1.5倍"", ""isCEO"": false}, {""株主名"": ""ファインテック（株）"", ""比率"": 4.31, ""ロックアップ"": ""180日間"", ""isCEO"": false}, {""株主名"": ""東京都ベンチャー企業成長支援投資事業有限責任組合"", ""比率"": 3.92, ""ロックアップ"": ""90日間\r\n    1.5倍"", ""isCEO"": false}, {""株主名"": ""CBC（株）"", ""比率"": 3.83, ""ロックアップ"": ""180日間"", ""isCEO"": false}]"	"[{""売上高（百万円）"": {""2018年3月"": null, ""2019年3月"": null, ""2020年3月"": null, ""2021年3月"": null}}, {""経常利益（百万円）"": {""2018年3月"": null, ""2019年3月"": null, ""2020年3月"": null, ""2021年3月"": null}}, {""当期純利益（百万円）"": {""2018年3月"": null, ""2019年3月"": null, ""2020年3月"": null, ""2021年3月"": null}}, {""純資産額 （百万円）"": {""2018年3月"": null, ""2019年3月"": null, ""2020年3月"": null, ""2021年3月"": null}}, {""1株あたりの純資産額（円）"": {""2018年3月"": null, ""2019年3月"": null, ""2020年3月"": null, ""2021年3月"": null}}, {""1株あたりの純利益（円）"": {""2018年3月"": null, ""2019年3月"": null, ""2020年3月"": null, ""2021年3月"": null}}, {""自己資本比率（％）"": {""2018年3月"": null, ""2019年3月"": null, ""2020年3月"": null, ""2021年3月"": null}}, {""自己資本利益率（％）"": {""2018年3月"": null, ""2019年3月"": null, ""2020年3月"": null, ""2021年3月"": null}}]"	イーディーピー（7794）は、ダイヤモンドの単結晶を、ガスから成長させる人工的な方法で制作し、これを電子材料の分野などへ工業材料として販売しています。業績を見ると、右肩上がりの成長を見せており、将来性も感じられます。ただ、事業内容がIPOのテーマとしては弱い印象です。	https://www.d-edp.jp/
	マイクロ波化学											https://www.ipokiso.com/company/2022/mwcc.html		https://irbank.net//ir	マイクロ波化学プロセスの研究開発及びエンジニアリング。マイクロ波化学プロセスのライセンス事業	87.8	2007年（16年目）	6月24日(金)	東証グロース	"[{""株主名"": ""UTEC2号投資事業有限責任組合"", ""比率"": 19.84, ""ロックアップ"": ""90日間\r\n    1.5倍"", ""isCEO"": false}, {""株主名"": ""ジャフコSV4共有投資事業有限責任組合"", ""比率"": 14.29, ""ロックアップ"": ""90日間\r\n    1.5倍"", ""isCEO"": false}, {""株主名"": ""株式会社INCJ"", ""比率"": 12.58, ""ロックアップ"": ""90日間\r\n    1.5倍"", ""isCEO"": false}, {""株主名"": ""吉野 巌（社長）"", ""比率"": 9.86, ""ロックアップ"": ""180日間"", ""isCEO"": true}, {""株主名"": ""塚原 保徳"", ""比率"": 9.46, ""ロックアップ"": ""180日間"", ""isCEO"": false}, {""株主名"": ""三井化学株式会社"", ""比率"": 5.13, ""ロックアップ"": ""180日間"", ""isCEO"": false}, {""株主名"": ""PNB-INSPiRE    Ethical Fund 1 投資事業有限責任組合"", ""比率"": 4.27, ""ロックアップ"": ""90日間\r\n    1.5倍"", ""isCEO"": false}, {""株主名"": ""OUVC1号投資事業有限責任組合"", ""比率"": 3.54, ""ロックアップ"": ""90日間\r\n    1.5倍"", ""isCEO"": false}, {""株主名"": ""株式会社新生銀行"", ""比率"": 1.86, ""ロックアップ"": ""90日間\r\n    1.5倍"", ""isCEO"": false}, {""株主名"": ""DBJキャピタル投資事業有限責任組合"", ""比率"": 1.7, ""ロックアップ"": ""90日間\r\n    1.5倍"", ""isCEO"": false}]"	"[{""売上高（百万円）"": {""2018年3月"": null, ""2019年3月"": null, ""2020年3月"": null, ""2021年3月"": null}}, {""経常利益（百万円）"": {""2018年3月"": null, ""2019年3月"": null, ""2020年3月"": null, ""2021年3月"": null}}, {""当期純利益（百万円）"": {""2018年3月"": null, ""2019年3月"": null, ""2020年3月"": null, ""2021年3月"": null}}, {""純資産額 （百万円）"": {""2018年3月"": null, ""2019年3月"": null, ""2020年3月"": null, ""2021年3月"": null}}, {""1株あたりの純資産額（円）"": {""2018年3月"": null, ""2019年3月"": null, ""2020年3月"": null, ""2021年3月"": null}}, {""1株あたりの純利益（円）"": {""2018年3月"": null, ""2019年3月"": null, ""2020年3月"": null, ""2021年3月"": null}}, {""自己資本比率（％）"": {""2018年3月"": null, ""2019年3月"": null, ""2020年3月"": null, ""2021年3月"": null}}, {""自己資本利益率（％）"": {""2018年3月"": null, ""2019年3月"": null, ""2020年3月"": null, ""2021年3月"": null}}]"	マイクロ波化学（9227）、電子レンジにも使われているマイクロ波の特性を活用して化学反応をデザインし、「省エネルギー」、「高効率」、「コンパクト」、「高品質」な製造プロセスを提供しています。	https://mwcc.jp/
	坪田ラボ											https://www.ipokiso.com/company/2022/tsubota-lab.html		https://irbank.net//ir	近視、ドライアイ、老眼などの治療にかかわる医薬品、医療機器等の研究開発	113.1	2012年（11年目）	6月23日(木)	東証グロース	"[{""株主名"": ""坪田    一男（社長）"", ""比率"": 61.72, ""ロックアップ"": ""180日間"", ""isCEO"": true}, {""株主名"": ""(株)坪田"", ""比率"": 13.33, ""ロックアップ"": ""180日間"", ""isCEO"": false}, {""株主名"": ""大高 功"", ""比率"": 7.66, ""ロックアップ"": ""180日間"", ""isCEO"": false}, {""株主名"": ""山田 進太郎"", ""比率"": 1.87, ""ロックアップ"": ""180日間"", ""isCEO"": false}, {""株主名"": ""近藤 眞一郎"", ""比率"": 1.12, ""ロックアップ"": ""180日間"", ""isCEO"": false}, {""株主名"": ""(同)マーズ"", ""比率"": 1.04, ""ロックアップ"": ""180日間"", ""isCEO"": false}, {""株主名"": ""原 裕"", ""比率"": 0.92, ""ロックアップ"": ""180日間"", ""isCEO"": false}, {""株主名"": ""(株)ジンズホールディングス"", ""比率"": 0.92, ""ロックアップ"": ""180日間"", ""isCEO"": false}, {""株主名"": ""ロート製薬(株)"", ""比率"": 0.92, ""ロックアップ"": ""継続保有"", ""isCEO"": false}, {""株主名"": ""渡邉 敏文"", ""比率"": 0.87, ""ロックアップ"": ""180日間"", ""isCEO"": false}]"	"[{""売上高（百万円）"": {""2018年3月"": null, ""2019年3月"": null, ""2020年3月"": null, ""2021年3月"": null}}, {""経常利益（百万円）"": {""2018年3月"": null, ""2019年3月"": null, ""2020年3月"": null, ""2021年3月"": null}}, {""当期純利益（百万円）"": {""2018年3月"": null, ""2019年3月"": null, ""2020年3月"": null, ""2021年3月"": null}}, {""純資産額 （百万円）"": {""2018年3月"": null, ""2019年3月"": null, ""2020年3月"": null, ""2021年3月"": null}}, {""1株あたりの純資産額（円）"": {""2018年3月"": null, ""2019年3月"": null, ""2020年3月"": null, ""2021年3月"": null}}, {""1株あたりの純利益（円）"": {""2018年3月"": null, ""2019年3月"": null, ""2020年3月"": null, ""2021年3月"": null}}, {""自己資本比率（％）"": {""2018年3月"": null, ""2019年3月"": null, ""2020年3月"": null, ""2021年3月"": null}}, {""自己資本利益率（％）"": {""2018年3月"": null, ""2019年3月"": null, ""2020年3月"": null, ""2021年3月"": null}}]"	坪田ラボ（4890）は、「ごきげん」をキーワードに近視、ドライアイ、老眼の治療にイノベーションを起こす慶応義塾大学発ベンチャーとしてスタートしました。メガネのジンズホールディングス（3046）、目薬のロート製薬（4527）、参天製薬（4536）などのパートナー企業とともに共同開発をおこない、新しい価値を提供する商品を市場に提供しています。	https://tsubota-lab.com/
	ウェルネス・コミュニケーションズ											https://www.ipokiso.com/company/2022/wellcoms.html		https://irbank.net//ir	健康管理SaaSなどを用いたヘルスデータプラットフォームおよびソリューション事業	124.2	2006年（17年目）	6月23日(木)	東証グロース	"[{""株主名"": ""SOMPOホールディングス(株)"", ""比率"": 42.69, ""ロックアップ"": ""90日間"", ""isCEO"": false}, {""株主名"": ""伊藤忠商事(株)"", ""比率"": 41.01, ""ロックアップ"": ""90日間"", ""isCEO"": false}, {""株主名"": ""(株)シグマクシス・インベストメント"", ""比率"": 4.65, ""ロックアップ"": ""90日間"", ""isCEO"": false}, {""株主名"": ""(株)アドバンテッジ    リスク マネジメント"", ""比率"": 4.65, ""ロックアップ"": ""90日間"", ""isCEO"": false}, {""株主名"": ""松田 泰秀（社長）"", ""比率"": 1.02, ""ロックアップ"": ""継続保有"", ""isCEO"": true}, {""株主名"": ""佐々木 雅之"", ""比率"": 0.51, ""ロックアップ"": ""継続保有"", ""isCEO"": false}, {""株主名"": ""有岡 昌輝"", ""比率"": 0.51, ""ロックアップ"": ""継続保有"", ""isCEO"": false}, {""株主名"": ""中澤 大輔"", ""比率"": 0.51, ""ロックアップ"": ""継続保有"", ""isCEO"": false}, {""株主名"": ""佐藤 友昭"", ""比率"": 0.51, ""ロックアップ"": ""継続保有"", ""isCEO"": false}, {""株主名"": ""菅原 尚紀"", ""比率"": 0.17, ""ロックアップ"": ""継続保有"", ""isCEO"": false}]"	"[{""売上高（百万円）"": {""2018年3月"": null, ""2019年3月"": null, ""2020年3月"": null, ""2021年3月"": null}}, {""経常利益（百万円）"": {""2018年3月"": null, ""2019年3月"": null, ""2020年3月"": null, ""2021年3月"": null}}, {""当期純利益（百万円）"": {""2018年3月"": null, ""2019年3月"": null, ""2020年3月"": null, ""2021年3月"": null}}, {""純資産額 （百万円）"": {""2018年3月"": null, ""2019年3月"": null, ""2020年3月"": null, ""2021年3月"": null}}, {""1株あたりの純資産額（円）"": {""2018年3月"": null, ""2019年3月"": null, ""2020年3月"": null, ""2021年3月"": null}}, {""1株あたりの純利益（円）"": {""2018年3月"": null, ""2019年3月"": null, ""2020年3月"": null, ""2021年3月"": null}}, {""自己資本比率（％）"": {""2018年3月"": null, ""2019年3月"": null, ""2020年3月"": null, ""2021年3月"": null}}, {""自己資本利益率（％）"": {""2018年3月"": null, ""2019年3月"": null, ""2020年3月"": null, ""2021年3月"": null}}]"	ウェルネス・コミュニケーションズ（9228）は、ネットワーク健康診断事業と健康管理クラウド事業を主力として、他に医療機関など支援事業を展開しています。業績推移を見ると、右肩上がりで成長しており、今後の成長性も十分に感じられます。	https://wellcoms.jp/
